qseqid; sseqid; pident; length; mismatch; gapopen; qstart; qend; sstart; send; evalue; bitscore;
BT_4091;NZ_DS264579.1 Bacteroides ovatus ATCC 8483 Scfld0226, whole genome shotgun sequence;41.061;660;353;16;1;650;25214;27115;2.33E-147;479;
BT_4091;NZ_DS264579.1 Bacteroides ovatus ATCC 8483 Scfld0226, whole genome shotgun sequence;40.31;258;140;8;403;654;189683;188934;2.18E-44;177;
BT_4091;NZ_DS264579.1 Bacteroides ovatus ATCC 8483 Scfld0226, whole genome shotgun sequence;38.966;290;158;10;383;657;345420;344563;3.69E-37;155;
BT_4091;NZ_DS264579.1 Bacteroides ovatus ATCC 8483 Scfld0226, whole genome shotgun sequence;39.556;225;128;5;6;225;190319;189654;5.23E-37;154;
BT_4091;NZ_DS264579.1 Bacteroides ovatus ATCC 8483 Scfld0226, whole genome shotgun sequence;41.262;206;114;5;21;222;345930;345322;4.94E-36;151;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;41.061;660;353;16;1;650;4996688;4994787;2.34E-147;479;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;33.03;660;409;19;1;650;3955263;3957173;5.09E-107;362;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;35.443;553;317;16;6;543;210740;212323;6.58E-85;297;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;45.417;240;120;3;423;659;2986440;2985745;4.78E-52;200;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;43.636;220;118;3;6;223;1450469;1449822;6.24E-49;191;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;40.31;258;140;8;403;654;4832216;4832965;2.19E-44;177;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;43.636;220;117;3;5;222;1919937;1919293;4.55E-43;173;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;40.724;221;124;3;6;222;1909355;1910008;5.70E-42;169;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;40.726;248;136;6;415;654;1449803;1449069;1.74E-41;168;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;36.885;244;142;4;5;242;2987157;2986444;1.96E-41;168;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;41.634;257;139;8;404;652;1909991;1910752;2.38E-39;162;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;39.834;241;137;7;415;650;1919268;1918555;7.59E-38;157;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;38.966;290;158;10;383;657;4676478;4677335;3.70E-37;155;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;39.556;225;128;5;6;225;4831580;4832245;5.25E-37;154;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;41.262;206;114;5;21;222;4675968;4676576;4.96E-36;151;
BT_4091;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;74.648;71;18;0;590;660;3172440;3172228;2.21E-27;124;
BT_4091;QEKH01000001.1 Victivallis vadensis strain DSM 14823 Ga0215691_101, whole genome shotgun sequence;40.639;657;352;14;22;652;261147;259213;5.05E-138;452;
BT_4091;QEKH01000001.1 Victivallis vadensis strain DSM 14823 Ga0215691_101, whole genome shotgun sequence;40.12;668;349;19;27;651;295375;297354;3.85E-134;441;
BT_4091;QEKH01000001.1 Victivallis vadensis strain DSM 14823 Ga0215691_101, whole genome shotgun sequence;36.441;118;63;3;269;375;174465;174815;1.14E-13;80.9;
BT_4091;NZ_DS995509.1 Bacteroides eggerthii DSM 20697 Scfld1, whole genome shotgun sequence;37.348;656;367;15;5;654;774444;776297;8.38E-122;405;
BT_4091;NZ_DS995509.1 Bacteroides eggerthii DSM 20697 Scfld1, whole genome shotgun sequence;34.12;551;333;15;6;548;772192;770606;4.38E-86;301;
BT_4091;NZ_DS995509.1 Bacteroides eggerthii DSM 20697 Scfld1, whole genome shotgun sequence;41.532;248;123;5;1;242;43167;43862;1.69E-46;183;
BT_4091;NZ_DS995509.1 Bacteroides eggerthii DSM 20697 Scfld1, whole genome shotgun sequence;41.935;248;137;6;413;654;43842;44582;2.31E-41;168;
BT_4091;NZ_EQ973491.1 Bacteroides cellulosilyticus DSM 14838 Scfld5, whole genome shotgun sequence;35.479;668;375;20;6;652;755591;757489;4.51E-114;382;
BT_4091;NZ_EQ973491.1 Bacteroides cellulosilyticus DSM 14838 Scfld5, whole genome shotgun sequence;32.671;554;337;13;9;544;811248;809641;2.11E-82;290;
BT_4091;NZ_EQ973491.1 Bacteroides cellulosilyticus DSM 14838 Scfld5, whole genome shotgun sequence;42.922;219;119;3;7;223;107495;108139;5.70E-48;188;
BT_4091;NZ_EQ973491.1 Bacteroides cellulosilyticus DSM 14838 Scfld5, whole genome shotgun sequence;40.376;213;119;5;415;620;108158;108793;4.01E-31;136;
BT_4091;QEKH01000042.1 Victivallis vadensis strain DSM 14823 Ga0215691_142, whole genome shotgun sequence;36;675;377;20;15;652;2180;4150;1.38E-113;381;
BT_4091;NZ_ATFI01000009.1 Bacteroides cellulosilyticus WH2 BWH2c9, whole genome shotgun sequence;35.098;661;387;18;6;652;345823;343925;9.01E-113;379;
BT_4091;NZ_ATFI01000009.1 Bacteroides cellulosilyticus WH2 BWH2c9, whole genome shotgun sequence;32.671;554;337;13;9;544;291172;292779;6.67E-82;288;
BT_4091;NZ_DS995531.1 Bacteroides dorei DSM 17855 Scfld3, whole genome shotgun sequence;34.869;651;390;19;11;650;312233;314116;1.67E-110;372;
BT_4091;NZ_DS995531.1 Bacteroides dorei DSM 17855 Scfld3, whole genome shotgun sequence;39.453;256;137;7;406;652;449795;450535;9.65E-41;166;
BT_4091;NZ_DS995531.1 Bacteroides dorei DSM 17855 Scfld3, whole genome shotgun sequence;38.776;245;136;7;418;654;372209;372925;9.18E-36;150;
BT_4091;NZ_DS995531.1 Bacteroides dorei DSM 17855 Scfld3, whole genome shotgun sequence;35.78;218;133;4;3;216;371504;372148;3.93E-34;145;
BT_4091;NZ_DS995531.1 Bacteroides dorei DSM 17855 Scfld3, whole genome shotgun sequence;35.266;207;116;7;22;216;449132;449734;1.29E-23;112;
BT_4091;NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence;34.488;664;387;19;6;652;2526443;2524545;2.43E-108;365;
BT_4091;NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence;32.194;556;337;13;9;544;2484163;2485770;4.73E-81;286;
BT_4091;NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence;43.83;235;125;4;423;654;944772;945464;1.07E-54;208;
BT_4091;NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence;44.77;239;126;5;421;654;3168665;3167952;1.34E-52;202;
BT_4091;NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence;44.351;239;125;6;421;654;3174590;3175297;9.89E-48;187;
BT_4091;NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence;42.326;215;119;3;5;217;3169325;3168690;7.74E-46;181;
BT_4091;NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence;41.629;221;115;7;9;227;944064;944690;6.60E-41;166;
BT_4091;NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence;39.286;224;110;3;15;222;3173903;3174544;3.17E-39;161;
BT_4091;NZ_DS264581.1 Bacteroides ovatus ATCC 8483 Scfld0228, whole genome shotgun sequence;33.03;660;409;19;1;650;194006;192096;5.07E-107;362;
BT_4091;NZ_DS264583.1 Bacteroides ovatus ATCC 8483 Scfld0230, whole genome shotgun sequence;35.443;553;317;16;6;543;294027;292444;6.56E-85;297;
BT_4091;NZ_JH724298.1 Bacteroides xylanisolvens CL03T12C04 supercont1.5, whole genome shotgun sequence;34.229;558;325;17;6;547;184254;185849;1.98E-79;281;
BT_4091;NZ_GG667711.1 Hungatella hathewayi DSM 13479 Scfld104, whole genome shotgun sequence;29.567;646;423;12;21;650;25792;23903;3.48E-77;275;
BT_4091;NC_008618.1 Bifidobacterium adolescentis ATCC 15703 DNA, complete genome;29.726;656;413;22;13;637;539801;541717;1.45E-73;264;
BT_4091;NC_008618.1 Bifidobacterium adolescentis ATCC 15703 DNA, complete genome;30.667;300;145;10;411;652;113920;114804;7.23E-29;129;
BT_4091;NC_008618.1 Bifidobacterium adolescentis ATCC 15703 DNA, complete genome;24.922;321;201;12;18;306;113092;114030;1.15E-15;87;
BT_4091;NC_008618.1 Bifidobacterium adolescentis ATCC 15703 DNA, complete genome;35.862;145;87;3;446;589;393068;393487;3.93E-14;82;
BT_4091;NC_008618.1 Bifidobacterium adolescentis ATCC 15703 DNA, complete genome;26.364;220;134;9;15;208;1901057;1901710;2.46E-07;60.1;
BT_4091;NZ_DS996444.1 Parabacteroides johnsonii DSM 18315 Scfld4, whole genome shotgun sequence;28.85;565;350;15;1;549;269793;268207;3.99E-67;245;
BT_4091;NZ_DS996444.1 Parabacteroides johnsonii DSM 18315 Scfld4, whole genome shotgun sequence;37.549;253;143;5;407;652;536038;536772;9.48E-41;166;
BT_4091;NZ_DS996444.1 Parabacteroides johnsonii DSM 18315 Scfld4, whole genome shotgun sequence;32.836;201;120;5;28;216;535381;535974;2.32E-19;99;
BT_4091;CVOZ01000021.1 Bacteroides thetaiotaomicron genome assembly 7330, contig 7330contig0.21, whole genome shotgun sequence;52.569;253;99;6;421;654;107432;108184;5.43E-67;244;
BT_4091;CVOZ01000021.1 Bacteroides thetaiotaomicron genome assembly 7330, contig 7330contig0.21, whole genome shotgun sequence;31.338;284;158;9;1;256;106475;107299;1.74E-25;118;
BT_4091;NZ_CVOY01000089.1 Bacteroides thetaiotaomicron isolate 3731, whole genome shotgun sequence;52.174;253;100;6;421;654;11273;12025;7.95E-67;244;
BT_4091;NZ_CVOY01000089.1 Bacteroides thetaiotaomicron isolate 3731, whole genome shotgun sequence;30.742;283;161;9;1;256;10316;11140;3.44E-25;117;
BT_4091;NZ_ATFI01000013.1 Bacteroides cellulosilyticus WH2 BWH2c14, whole genome shotgun sequence;46.25;240;118;3;423;659;165564;164869;1.19E-56;214;
BT_4091;NZ_ATFI01000013.1 Bacteroides cellulosilyticus WH2 BWH2c14, whole genome shotgun sequence;40.724;221;122;3;6;220;166287;165634;1.38E-41;168;
BT_4091;NZ_EQ973495.1 Bacteroides cellulosilyticus DSM 14838 Scfld9, whole genome shotgun sequence;43.404;235;126;4;423;654;71470;72162;2.36E-55;210;
BT_4091;NZ_EQ973495.1 Bacteroides cellulosilyticus DSM 14838 Scfld9, whole genome shotgun sequence;41.364;220;117;6;9;227;70762;71388;4.15E-41;167;
BT_4091;NZ_ACCL02000028.1 Marvinbryantia formatexigens DSM 14469 B_formatexigens-1.0.1_Cont27.1, whole genome shotgun sequence;24.703;757;405;20;53;649;16369;18624;8.67E-53;202;
BT_4091;NZ_DS995511.1 Bacteroides eggerthii DSM 20697 Scfld3, whole genome shotgun sequence;46.667;240;120;5;423;658;377907;377200;4.77E-52;200;
BT_4091;NZ_DS995511.1 Bacteroides eggerthii DSM 20697 Scfld3, whole genome shotgun sequence;44.444;252;127;7;418;661;444934;444194;4.99E-45;179;
BT_4091;NZ_DS995511.1 Bacteroides eggerthii DSM 20697 Scfld3, whole genome shotgun sequence;37.238;239;131;8;1;229;320605;319916;4.91E-36;151;
BT_4091;NZ_DS995511.1 Bacteroides eggerthii DSM 20697 Scfld3, whole genome shotgun sequence;38.819;237;137;6;422;653;319891;319190;7.48E-36;151;
BT_4091;NZ_DS995511.1 Bacteroides eggerthii DSM 20697 Scfld3, whole genome shotgun sequence;34.653;202;120;5;27;227;445651;445079;1.71E-28;128;
BT_4091;NZ_DS995511.1 Bacteroides eggerthii DSM 20697 Scfld3, whole genome shotgun sequence;36.058;208;123;5;21;227;378660;378064;2.08E-24;115;
BT_4091;NZ_DS264584.1 Bacteroides ovatus ATCC 8483 Scfld0231, whole genome shotgun sequence;45.417;240;120;3;423;659;459309;460004;4.78E-52;200;
BT_4091;NZ_DS264584.1 Bacteroides ovatus ATCC 8483 Scfld0231, whole genome shotgun sequence;36.885;244;142;4;5;242;458592;459305;1.96E-41;168;
BT_4091;NZ_DS264584.1 Bacteroides ovatus ATCC 8483 Scfld0231, whole genome shotgun sequence;74.648;71;18;0;590;660;273310;273522;2.21E-27;124;
BT_4091;NZ_EQ973486.1 Bacteroides cellulosilyticus DSM 14838 Scfld0, whole genome shotgun sequence;45.607;239;124;5;421;654;126700;127413;4.80E-52;200;
BT_4091;NZ_EQ973486.1 Bacteroides cellulosilyticus DSM 14838 Scfld0, whole genome shotgun sequence;43.673;245;133;3;1;243;157765;157040;5.41E-52;200;
BT_4091;NZ_EQ973486.1 Bacteroides cellulosilyticus DSM 14838 Scfld0, whole genome shotgun sequence;44.681;235;120;5;423;654;157054;156371;3.79E-47;185;
BT_4091;NZ_EQ973486.1 Bacteroides cellulosilyticus DSM 14838 Scfld0, whole genome shotgun sequence;45.116;215;111;4;9;219;156325;155690;3.82E-47;185;
BT_4091;NZ_EQ973486.1 Bacteroides cellulosilyticus DSM 14838 Scfld0, whole genome shotgun sequence;43.318;217;116;4;4;216;126031;126672;4.00E-47;185;
BT_4091;NZ_EQ973486.1 Bacteroides cellulosilyticus DSM 14838 Scfld0, whole genome shotgun sequence;44.118;238;125;6;422;654;123385;122681;4.54E-45;179;
BT_4091;NZ_EQ973486.1 Bacteroides cellulosilyticus DSM 14838 Scfld0, whole genome shotgun sequence;42.308;156;83;4;404;552;43489;43956;3.99E-40;119;
BT_4091;NZ_EQ973486.1 Bacteroides cellulosilyticus DSM 14838 Scfld0, whole genome shotgun sequence;45.161;93;48;2;564;654;43994;44269;3.99E-40;71.2;
BT_4091;NZ_EQ973486.1 Bacteroides cellulosilyticus DSM 14838 Scfld0, whole genome shotgun sequence;38.914;221;105;4;20;222;124060;123434;2.07E-36;152;
BT_4091;NZ_EQ973486.1 Bacteroides cellulosilyticus DSM 14838 Scfld0, whole genome shotgun sequence;37.668;223;122;5;3;216;42838;43482;5.12E-34;145;
BT_4091;NZ_EQ973486.1 Bacteroides cellulosilyticus DSM 14838 Scfld0, whole genome shotgun sequence;32.917;240;149;6;423;657;155638;154940;4.45E-28;127;
BT_4091;NZ_ATFI01000004.1 Bacteroides cellulosilyticus WH2 BWH2c4, whole genome shotgun sequence;45.607;239;124;5;421;654;665353;664640;4.91E-52;200;
BT_4091;NZ_ATFI01000004.1 Bacteroides cellulosilyticus WH2 BWH2c4, whole genome shotgun sequence;43.265;245;134;3;1;243;634622;635347;6.31E-51;197;
BT_4091;NZ_ATFI01000004.1 Bacteroides cellulosilyticus WH2 BWH2c4, whole genome shotgun sequence;43.318;217;116;4;4;216;666022;665381;1.51E-47;186;
BT_4091;NZ_ATFI01000004.1 Bacteroides cellulosilyticus WH2 BWH2c4, whole genome shotgun sequence;44.681;235;120;5;423;654;635333;636016;3.00E-47;186;
BT_4091;NZ_ATFI01000004.1 Bacteroides cellulosilyticus WH2 BWH2c4, whole genome shotgun sequence;45.116;215;111;4;9;219;636062;636697;3.84E-47;185;
BT_4091;NZ_ATFI01000004.1 Bacteroides cellulosilyticus WH2 BWH2c4, whole genome shotgun sequence;41.762;261;141;7;404;654;747630;746851;6.15E-46;182;
BT_4091;NZ_ATFI01000004.1 Bacteroides cellulosilyticus WH2 BWH2c4, whole genome shotgun sequence;44.118;238;125;6;422;654;668414;669118;1.10E-45;181;
BT_4091;NZ_ATFI01000004.1 Bacteroides cellulosilyticus WH2 BWH2c4, whole genome shotgun sequence;38.009;221;107;5;20;222;667739;668365;1.75E-35;150;
BT_4091;NZ_ATFI01000004.1 Bacteroides cellulosilyticus WH2 BWH2c4, whole genome shotgun sequence;37.668;223;122;5;3;216;748281;747637;4.08E-34;145;
BT_4091;NZ_ATFI01000004.1 Bacteroides cellulosilyticus WH2 BWH2c4, whole genome shotgun sequence;32.917;240;149;6;423;657;636749;637447;4.46E-28;127;
BT_4091;NZ_GG688320.1 Bacteroides finegoldii DSM 17565 Scfld3, whole genome shotgun sequence;45.417;240;120;3;423;659;173722;173027;1.01E-51;199;
BT_4091;NZ_GG688320.1 Bacteroides finegoldii DSM 17565 Scfld3, whole genome shotgun sequence;36.885;244;142;4;5;242;174439;173726;5.19E-41;167;
BT_4091;NZ_DS499669.1 Bacteroides stercoris ATCC 43183 Scfld_02_8, whole genome shotgun sequence;42.917;240;126;3;423;659;55347;54652;2.83E-51;197;
BT_4091;NZ_DS499669.1 Bacteroides stercoris ATCC 43183 Scfld_02_8, whole genome shotgun sequence;38.43;242;142;2;1;237;56085;55366;5.11E-44;176;
BT_4091;NZ_DS995510.1 Bacteroides eggerthii DSM 20697 Scfld2, whole genome shotgun sequence;46.186;236;121;6;424;654;529121;529825;9.22E-51;196;
BT_4091;NZ_DS995510.1 Bacteroides eggerthii DSM 20697 Scfld2, whole genome shotgun sequence;42.857;238;128;6;422;654;501722;501018;1.69E-46;183;
BT_4091;NZ_DS995510.1 Bacteroides eggerthii DSM 20697 Scfld2, whole genome shotgun sequence;40.909;220;113;5;6;216;528449;529084;4.62E-44;176;
BT_4091;NZ_DS995510.1 Bacteroides eggerthii DSM 20697 Scfld2, whole genome shotgun sequence;38.462;234;118;3;5;222;502442;501771;1.43E-39;162;
BT_4091;NZ_DS995510.1 Bacteroides eggerthii DSM 20697 Scfld2, whole genome shotgun sequence;37.091;275;152;9;388;654;205068;205853;2.87E-38;158;
BT_4091;NZ_DS995510.1 Bacteroides eggerthii DSM 20697 Scfld2, whole genome shotgun sequence;34.043;235;139;6;3;227;204429;205115;4.07E-32;139;
BT_4091;JGCP01000263.1 Bacteroides fragilis str. 3397 T10 gbf3397T10.contig.269, whole genome shotgun sequence;42.727;220;120;3;6;223;858;211;4.41E-50;184;
BT_4091;JGCP01000263.1 Bacteroides fragilis str. 3397 T10 gbf3397T10.contig.269, whole genome shotgun sequence;49.123;57;28;1;422;477;171;1;5.70E-08;60.8;
BT_4091;JGCP01001637.1 Bacteroides fragilis str. 3397 T10 gbf3397T10.contig.1671, whole genome shotgun sequence;53.416;161;73;2;420;578;489;7;5.48E-50;176;
BT_4091;NZ_DS264553.1 Bacteroides ovatus ATCC 8483 Scfld020, whole genome shotgun sequence;43.636;220;118;3;6;223;485214;484567;6.23E-49;191;
BT_4091;NZ_DS264553.1 Bacteroides ovatus ATCC 8483 Scfld020, whole genome shotgun sequence;40.726;248;136;6;415;654;484548;483814;1.74E-41;168;
BT_4091;CVOZ01000011.1 Bacteroides thetaiotaomicron genome assembly 7330, contig 7330contig0.11, whole genome shotgun sequence;44.144;222;119;2;3;222;74620;75276;1.51E-48;189;
BT_4091;CVOZ01000011.1 Bacteroides thetaiotaomicron genome assembly 7330, contig 7330contig0.11, whole genome shotgun sequence;39.004;241;133;7;423;655;33827;34531;8.25E-38;157;
BT_4091;CVOZ01000011.1 Bacteroides thetaiotaomicron genome assembly 7330, contig 7330contig0.11, whole genome shotgun sequence;37.367;281;147;10;398;655;75238;76062;7.98E-35;147;
BT_4091;CVOZ01000011.1 Bacteroides thetaiotaomicron genome assembly 7330, contig 7330contig0.11, whole genome shotgun sequence;35.398;226;136;5;5;226;33134;33793;1.32E-31;137;
BT_4091;NZ_CVOY01000015.1 Bacteroides thetaiotaomicron isolate 3731, whole genome shotgun sequence;42.727;220;120;3;6;223;29805;30452;4.10E-48;188;
BT_4091;NZ_CVOY01000015.1 Bacteroides thetaiotaomicron isolate 3731, whole genome shotgun sequence;40.726;248;136;6;415;654;30471;31205;5.87E-41;166;
BT_4091;NZ_GG688323.1 Bacteroides finegoldii DSM 17565 Scfld6, whole genome shotgun sequence;42.922;219;119;3;7;223;51433;50789;9.84E-48;187;
BT_4091;NZ_GG688323.1 Bacteroides finegoldii DSM 17565 Scfld6, whole genome shotgun sequence;40.323;248;137;6;415;654;50770;50036;3.09E-40;164;
BT_4091;CVOZ01000045.1 Bacteroides thetaiotaomicron genome assembly 7330, contig 7330contig2.2, whole genome shotgun sequence;42.273;220;121;3;6;223;113179;113826;2.33E-47;186;
BT_4091;CVOZ01000045.1 Bacteroides thetaiotaomicron genome assembly 7330, contig 7330contig2.2, whole genome shotgun sequence;41.129;248;135;6;415;654;113845;114579;1.37E-41;168;
BT_4091;NZ_ATFI01000010.1 Bacteroides cellulosilyticus WH2 BWH2c11, whole genome shotgun sequence;42.466;219;120;3;7;223;116525;115881;7.17E-47;184;
BT_4091;NZ_ATFI01000010.1 Bacteroides cellulosilyticus WH2 BWH2c11, whole genome shotgun sequence;40.891;247;137;6;415;654;115862;115128;2.37E-40;164;
BT_4091;NZ_DS995537.1 Bacteroides dorei DSM 17855 Scfld9, whole genome shotgun sequence;41.333;225;125;4;2;223;920175;920837;5.62E-46;182;
BT_4091;NZ_DS995537.1 Bacteroides dorei DSM 17855 Scfld9, whole genome shotgun sequence;36.992;246;148;6;415;654;920856;921590;1.44E-35;150;
BT_4091;NZ_JH724295.1 Bacteroides xylanisolvens CL03T12C04 supercont1.2, whole genome shotgun sequence;44.091;220;116;4;10;226;1623178;1623825;1.34E-45;181;
BT_4091;NZ_JH724295.1 Bacteroides xylanisolvens CL03T12C04 supercont1.2, whole genome shotgun sequence;37.931;290;161;10;383;657;661219;660362;1.98E-36;152;
BT_4091;NZ_JH724295.1 Bacteroides xylanisolvens CL03T12C04 supercont1.2, whole genome shotgun sequence;40.291;206;116;4;21;222;661729;661121;6.14E-35;148;
